datetime,Active_power
18/12/2006 11:30,6.910730371
18/12/2006 12:00,6.909270326
18/12/2006 12:30,6.843084872
18/12/2006 13:00,6.913754944
18/12/2006 13:30,6.890158772
18/12/2006 14:00,6.887148304
18/12/2006 14:30,6.914963779
18/12/2006 15:00,6.884627658
18/12/2006 15:30,6.881886304
18/12/2006 16:00,3.423355308
18/12/2006 16:30,0
18/12/2006 17:00,0
18/12/2006 17:30,0
18/12/2006 18:00,0
18/12/2006 18:30,0
18/12/2006 19:00,0
18/12/2006 19:30,0
18/12/2006 20:00,0
18/12/2006 20:30,0
18/12/2006 21:00,0
18/12/2006 21:30,0
18/12/2006 22:00,0
18/12/2006 22:30,3.459092697
18/12/2006 23:00,6.925724917
18/12/2006 23:30,6.906063185
19/12/2006 0:00,6.88888414
19/12/2006 0:30,6.916499498
19/12/2006 1:00,6.883777767
19/12/2006 1:30,6.903147025
19/12/2006 2:00,6.842142867
19/12/2006 2:30,6.911002872
19/12/2006 3:00,6.926618465
19/12/2006 3:30,6.851534643
19/12/2006 4:00,3.46028297
19/12/2006 4:30,0
19/12/2006 5:00,0
19/12/2006 5:30,0
19/12/2006 6:00,0
19/12/2006 6:30,0
19/12/2006 7:00,0
19/12/2006 7:30,0
19/12/2006 8:00,0
19/12/2006 8:30,0
19/12/2006 9:00,0
19/12/2006 9:30,0
19/12/2006 10:00,0
19/12/2006 10:30,3.440855522
19/12/2006 11:00,6.88403713
19/12/2006 11:30,6.920301876
19/12/2006 12:00,6.922649129
19/12/2006 12:30,6.857371857
19/12/2006 13:00,6.848428955
19/12/2006 13:30,6.908327386
19/12/2006 14:00,6.908723149
19/12/2006 14:30,6.876124835
19/12/2006 15:00,6.876621149
19/12/2006 15:30,6.887539004
19/12/2006 16:00,3.435172452
19/12/2006 16:30,0
19/12/2006 17:00,0
19/12/2006 17:30,0
19/12/2006 18:00,0
19/12/2006 18:30,0
19/12/2006 19:00,0
19/12/2006 19:30,0
19/12/2006 20:00,0
19/12/2006 20:30,0
19/12/2006 21:00,0
19/12/2006 21:30,0
19/12/2006 22:00,0
19/12/2006 22:30,3.455495414
19/12/2006 23:00,6.862027983
19/12/2006 23:30,6.854927512
20/12/2006 0:00,6.881529373
20/12/2006 0:30,6.857621798
20/12/2006 1:00,6.904231915
20/12/2006 1:30,6.904059252
20/12/2006 2:00,6.919468248
20/12/2006 2:30,6.922696504
20/12/2006 3:00,6.8777827
20/12/2006 3:30,6.851397207
20/12/2006 4:00,3.425238595
20/12/2006 4:30,0
20/12/2006 5:00,0
20/12/2006 5:30,0
20/12/2006 6:00,0
20/12/2006 6:30,0
20/12/2006 7:00,0
20/12/2006 7:30,0
20/12/2006 8:00,0
20/12/2006 8:30,0
20/12/2006 9:00,0
20/12/2006 9:30,0
20/12/2006 10:00,0
20/12/2006 10:30,3.448359731
20/12/2006 11:00,6.926370215
20/12/2006 11:30,6.89628491
20/12/2006 12:00,6.913165402
20/12/2006 12:30,6.90469496
20/12/2006 13:00,6.915943256
20/12/2006 13:30,6.92136801
20/12/2006 14:00,6.904807058
20/12/2006 14:30,6.867011761
20/12/2006 15:00,6.85645756
20/12/2006 15:30,6.91229786
20/12/2006 16:00,3.432338123
20/12/2006 16:30,0
20/12/2006 17:00,0
20/12/2006 17:30,0
20/12/2006 18:00,0
20/12/2006 18:30,0
20/12/2006 19:00,0
20/12/2006 19:30,0
20/12/2006 20:00,0
20/12/2006 20:30,0
20/12/2006 21:00,0
20/12/2006 21:30,0
20/12/2006 22:00,0
20/12/2006 22:30,3.440728119
20/12/2006 23:00,6.854813909
20/12/2006 23:30,6.903993087
21/12/2006 0:00,6.910589998
21/12/2006 0:30,6.844646969
21/12/2006 1:00,6.859229399
21/12/2006 1:30,6.907447589
21/12/2006 2:00,6.892995697
21/12/2006 2:30,6.921668047
21/12/2006 3:00,6.849685102
21/12/2006 3:30,6.918717193
21/12/2006 4:00,3.455021234
21/12/2006 4:30,0
21/12/2006 5:00,0
21/12/2006 5:30,0
21/12/2006 6:00,0
21/12/2006 6:30,0
21/12/2006 7:00,0
21/12/2006 7:30,0
21/12/2006 8:00,0
21/12/2006 8:30,0
21/12/2006 9:00,0
21/12/2006 9:30,0
21/12/2006 10:00,0
21/12/2006 10:30,3.459768097
21/12/2006 11:00,6.862447612
21/12/2006 11:30,6.925841934
21/12/2006 12:00,6.922273358
21/12/2006 12:30,6.900389675
21/12/2006 13:00,6.846045925
21/12/2006 13:30,6.906999182
21/12/2006 14:00,6.926780764
21/12/2006 14:30,6.917319286
21/12/2006 15:00,6.900546672
21/12/2006 15:30,6.861177221
21/12/2006 16:00,3.456075512
21/12/2006 16:30,0
21/12/2006 17:00,0
21/12/2006 17:30,0
21/12/2006 18:00,0
21/12/2006 18:30,0
21/12/2006 19:00,0
21/12/2006 19:30,0
21/12/2006 20:00,0
21/12/2006 20:30,0
21/12/2006 21:00,0
21/12/2006 21:30,0
21/12/2006 22:00,0
21/12/2006 22:30,3.433616764
21/12/2006 23:00,6.857643611
21/12/2006 23:30,6.911829438
22/12/2006 0:00,6.890766141
22/12/2006 0:30,6.844054562
22/12/2006 1:00,6.862589334
22/12/2006 1:30,6.911622238
22/12/2006 2:00,6.927308883
22/12/2006 2:30,6.841863037
22/12/2006 3:00,6.9084423
22/12/2006 3:30,6.859438188
22/12/2006 4:00,3.453931684
22/12/2006 4:30,0
22/12/2006 5:00,0
22/12/2006 5:30,0
22/12/2006 6:00,0
22/12/2006 6:30,0
22/12/2006 7:00,0
22/12/2006 7:30,0
22/12/2006 8:00,0
22/12/2006 8:30,0
22/12/2006 9:00,0
22/12/2006 9:30,0
22/12/2006 10:00,0
22/12/2006 10:30,3.463500906
22/12/2006 11:00,6.882867492
22/12/2006 11:30,6.875181917
22/12/2006 12:00,6.888307386
22/12/2006 12:30,6.899063934
22/12/2006 13:00,6.902337211
22/12/2006 13:30,6.919616902
22/12/2006 14:00,6.857518811
22/12/2006 14:30,6.864260809
22/12/2006 15:00,6.903545445
22/12/2006 15:30,6.84904863
22/12/2006 16:00,3.433675466
22/12/2006 16:30,0
22/12/2006 17:00,0
22/12/2006 17:30,0
22/12/2006 18:00,0
22/12/2006 18:30,0
22/12/2006 19:00,0
22/12/2006 19:30,0
22/12/2006 20:00,0
22/12/2006 20:30,0
22/12/2006 21:00,0
22/12/2006 21:30,0
22/12/2006 22:00,0
22/12/2006 22:30,3.446464834
22/12/2006 23:00,6.8847044
22/12/2006 23:30,6.917707921
23/12/2006 0:00,6.904404632
23/12/2006 0:30,6.87717889
23/12/2006 1:00,6.898717011
23/12/2006 1:30,6.863738112
23/12/2006 2:00,6.894899592
23/12/2006 2:30,6.896920215
23/12/2006 3:00,6.892448042
23/12/2006 3:30,6.893092088
23/12/2006 4:00,3.432824091
23/12/2006 4:30,0
23/12/2006 5:00,0
23/12/2006 5:30,0
23/12/2006 6:00,0
23/12/2006 6:30,0
23/12/2006 7:00,0
23/12/2006 7:30,0
23/12/2006 8:00,0
23/12/2006 8:30,0
23/12/2006 9:00,0
23/12/2006 9:30,0
23/12/2006 10:00,0
23/12/2006 10:30,3.46024562
23/12/2006 11:00,6.877329394
23/12/2006 11:30,6.894681709
23/12/2006 12:00,6.892500831
23/12/2006 12:30,6.869962262
23/12/2006 13:00,6.919207925
23/12/2006 13:30,6.85060867
23/12/2006 14:00,6.921108812
23/12/2006 14:30,6.869110161
23/12/2006 15:00,6.868235628
23/12/2006 15:30,6.894294302
23/12/2006 16:00,3.438252875
23/12/2006 16:30,0
23/12/2006 17:00,0
23/12/2006 17:30,0
23/12/2006 18:00,0
23/12/2006 18:30,0
23/12/2006 19:00,0
23/12/2006 19:30,0
23/12/2006 20:00,0
23/12/2006 20:30,0
23/12/2006 21:00,0
23/12/2006 21:30,0
23/12/2006 22:00,0
23/12/2006 22:30,3.446911534
23/12/2006 23:00,6.883319057
23/12/2006 23:30,6.900862906
24/12/2006 0:00,6.880088415
24/12/2006 0:30,6.887192746
24/12/2006 1:00,6.867943088
24/12/2006 1:30,6.842175444
24/12/2006 2:00,6.876487222
24/12/2006 2:30,6.870328534
24/12/2006 3:00,6.865102718
24/12/2006 3:30,6.914654441
24/12/2006 4:00,3.458754843
24/12/2006 4:30,0
24/12/2006 5:00,0
24/12/2006 5:30,0
24/12/2006 6:00,0
24/12/2006 6:30,0
24/12/2006 7:00,0
24/12/2006 7:30,0
24/12/2006 8:00,0
24/12/2006 8:30,0
24/12/2006 9:00,0
24/12/2006 9:30,0
24/12/2006 10:00,0
24/12/2006 10:30,3.420648015
24/12/2006 11:00,6.886306545
24/12/2006 11:30,6.856829932
24/12/2006 12:00,6.868535479
24/12/2006 12:30,6.890036365
24/12/2006 13:00,6.864934168
24/12/2006 13:30,6.904823994
24/12/2006 14:00,6.873653304
24/12/2006 14:30,6.886565282
24/12/2006 15:00,6.895425192
24/12/2006 15:30,6.892505918
24/12/2006 16:00,3.435807896
24/12/2006 16:30,0
24/12/2006 17:00,0
24/12/2006 17:30,0
24/12/2006 18:00,0
24/12/2006 18:30,0
24/12/2006 19:00,0
24/12/2006 19:30,0
24/12/2006 20:00,0
24/12/2006 20:30,0
24/12/2006 21:00,0
24/12/2006 21:30,0
24/12/2006 22:00,0
24/12/2006 22:30,3.455932556
24/12/2006 23:00,6.915886503
24/12/2006 23:30,6.84989666
25/12/2006 0:00,6.911779603
25/12/2006 0:30,6.867681744
25/12/2006 1:00,6.893981765
25/12/2006 1:30,6.868812173
25/12/2006 2:00,6.84878703
25/12/2006 2:30,6.878128148
25/12/2006 3:00,6.877670574
25/12/2006 3:30,6.929550087
25/12/2006 4:00,3.458595093
25/12/2006 4:30,0
25/12/2006 5:00,0
25/12/2006 5:30,0
25/12/2006 6:00,0
25/12/2006 6:30,0
25/12/2006 7:00,0
25/12/2006 7:30,0
25/12/2006 8:00,0
25/12/2006 8:30,0
25/12/2006 9:00,0
25/12/2006 9:30,0
25/12/2006 10:00,0
25/12/2006 10:30,3.452990049
25/12/2006 11:00,6.871019235
25/12/2006 11:30,6.859519165
25/12/2006 12:00,6.858977944
25/12/2006 12:30,6.906964408
25/12/2006 13:00,6.908568847
25/12/2006 13:30,6.925251991
25/12/2006 14:00,6.916772403
25/12/2006 14:30,6.857366072
25/12/2006 15:00,6.914865252
25/12/2006 15:30,6.868912059
25/12/2006 16:00,3.430511103
25/12/2006 16:30,0
25/12/2006 17:00,0
25/12/2006 17:30,0
25/12/2006 18:00,0
25/12/2006 18:30,0
25/12/2006 19:00,0
25/12/2006 19:30,0
25/12/2006 20:00,0
25/12/2006 20:30,0
25/12/2006 21:00,0
25/12/2006 21:30,0
25/12/2006 22:00,0
25/12/2006 22:30,3.421945799
25/12/2006 23:00,6.859800098
25/12/2006 23:30,6.852016459
26/12/2006 0:00,6.913395992
26/12/2006 0:30,6.850442353
26/12/2006 1:00,6.871367662
26/12/2006 1:30,6.873477825
26/12/2006 2:00,6.857773588
26/12/2006 2:30,6.88455059
26/12/2006 3:00,6.898402083
26/12/2006 3:30,6.907939489
26/12/2006 4:00,3.442126002
26/12/2006 4:30,0
26/12/2006 5:00,0
26/12/2006 5:30,0
26/12/2006 6:00,0
26/12/2006 6:30,0
26/12/2006 7:00,0
26/12/2006 7:30,0
26/12/2006 8:00,0
26/12/2006 8:30,0
26/12/2006 9:00,0
26/12/2006 9:30,0
26/12/2006 10:00,0
26/12/2006 10:30,3.423317879
26/12/2006 11:00,6.86145778
26/12/2006 11:30,6.851969453
26/12/2006 12:00,6.875167946
26/12/2006 12:30,6.898878291
26/12/2006 13:00,6.908693842
26/12/2006 13:30,6.858759161
26/12/2006 14:00,6.873102845
26/12/2006 14:30,6.916264626
26/12/2006 15:00,6.919219509
26/12/2006 15:30,6.923968916
26/12/2006 16:00,3.451606733
26/12/2006 16:30,0
26/12/2006 17:00,0
26/12/2006 17:30,0
26/12/2006 18:00,0
26/12/2006 18:30,0
26/12/2006 19:00,0
26/12/2006 19:30,0
26/12/2006 20:00,0
26/12/2006 20:30,0
26/12/2006 21:00,0
26/12/2006 21:30,0
26/12/2006 22:00,0
26/12/2006 22:30,3.453352382
26/12/2006 23:00,6.910263445
26/12/2006 23:30,6.882699444
27/12/2006 0:00,6.892179848
27/12/2006 0:30,6.853780947
27/12/2006 1:00,6.924386413
27/12/2006 1:30,6.916702587
27/12/2006 2:00,6.886945573
27/12/2006 2:30,6.884942854
27/12/2006 3:00,6.869124045
27/12/2006 3:30,6.876442629
27/12/2006 4:00,3.455847227
27/12/2006 4:30,0
27/12/2006 5:00,0
27/12/2006 5:30,0
27/12/2006 6:00,0
27/12/2006 6:30,0
27/12/2006 7:00,0
27/12/2006 7:30,0
27/12/2006 8:00,0
27/12/2006 8:30,0
27/12/2006 9:00,0
27/12/2006 9:30,0
27/12/2006 10:00,0
27/12/2006 10:30,3.454808616
27/12/2006 11:00,6.861045174
27/12/2006 11:30,6.916010218
27/12/2006 12:00,6.921098153
27/12/2006 12:30,6.866848891
27/12/2006 13:00,6.883307161
27/12/2006 13:30,6.878960938
27/12/2006 14:00,6.860960212
27/12/2006 14:30,6.924553997
27/12/2006 15:00,6.861194422
27/12/2006 15:30,6.842201456
27/12/2006 16:00,3.442918734
27/12/2006 16:30,0
27/12/2006 17:00,0
27/12/2006 17:30,0
27/12/2006 18:00,0
27/12/2006 18:30,0
27/12/2006 19:00,0
27/12/2006 19:30,0
27/12/2006 20:00,0
27/12/2006 20:30,0
27/12/2006 21:00,0
27/12/2006 21:30,0
27/12/2006 22:00,0
27/12/2006 22:30,3.464008237
27/12/2006 23:00,6.852986844
27/12/2006 23:30,6.898275417
28/12/2006 0:00,6.893847922
28/12/2006 0:30,6.896699577
28/12/2006 1:00,6.87953451
28/12/2006 1:30,6.89008136
28/12/2006 2:00,6.893417674
28/12/2006 2:30,6.911918924
28/12/2006 3:00,6.912421175
28/12/2006 3:30,6.929012161
28/12/2006 4:00,3.425666534
28/12/2006 4:30,0
28/12/2006 5:00,0
28/12/2006 5:30,0
28/12/2006 6:00,0
28/12/2006 6:30,0
28/12/2006 7:00,0
28/12/2006 7:30,0
28/12/2006 8:00,0
28/12/2006 8:30,0
28/12/2006 9:00,0
28/12/2006 9:30,0
28/12/2006 10:00,0
28/12/2006 10:30,3.441206706
28/12/2006 11:00,6.908159998
28/12/2006 11:30,6.917530096
28/12/2006 12:00,6.901917169
28/12/2006 12:30,6.888034025
28/12/2006 13:00,6.849292011
28/12/2006 13:30,6.851880264
28/12/2006 14:00,6.876484224
28/12/2006 14:30,6.889206353
28/12/2006 15:00,6.865403206
28/12/2006 15:30,6.890040259
28/12/2006 16:00,3.432737733
28/12/2006 16:30,0
28/12/2006 17:00,0
28/12/2006 17:30,0
28/12/2006 18:00,0
28/12/2006 18:30,0
28/12/2006 19:00,0
28/12/2006 19:30,0
28/12/2006 20:00,0
28/12/2006 20:30,0
28/12/2006 21:00,0
28/12/2006 21:30,0
28/12/2006 22:00,0
28/12/2006 22:30,3.425361193
28/12/2006 23:00,6.858756101
28/12/2006 23:30,6.912505741
29/12/2006 0:00,6.860029597
29/12/2006 0:30,6.926855303
29/12/2006 1:00,6.902400357
29/12/2006 1:30,6.850899347
29/12/2006 2:00,6.872219498
29/12/2006 2:30,6.920081324
29/12/2006 3:00,6.857374991
29/12/2006 3:30,6.852994878
29/12/2006 4:00,3.454279272
29/12/2006 4:30,0
29/12/2006 5:00,0
29/12/2006 5:30,0
29/12/2006 6:00,0
29/12/2006 6:30,0
29/12/2006 7:00,0
29/12/2006 7:30,0
29/12/2006 8:00,0
29/12/2006 8:30,0
29/12/2006 9:00,0
29/12/2006 9:30,0
29/12/2006 10:00,0
29/12/2006 10:30,3.434370131
29/12/2006 11:00,6.875586904
29/12/2006 11:30,6.840914606
29/12/2006 12:00,6.861904097
29/12/2006 12:30,6.923342618
29/12/2006 13:00,6.843010635
29/12/2006 13:30,6.854001328
29/12/2006 14:00,6.875059479
29/12/2006 14:30,6.888708821
29/12/2006 15:00,6.925920075
29/12/2006 15:30,6.899828074
29/12/2006 16:00,3.462245503
29/12/2006 16:30,0
29/12/2006 17:00,0
29/12/2006 17:30,0
29/12/2006 18:00,0
29/12/2006 18:30,0
29/12/2006 19:00,0
29/12/2006 19:30,0
29/12/2006 20:00,0
29/12/2006 20:30,0
29/12/2006 21:00,0
29/12/2006 21:30,0
29/12/2006 22:00,0
29/12/2006 22:30,3.42059455
29/12/2006 23:00,6.87077627
29/12/2006 23:30,6.916094082
30/12/2006 0:00,6.911680966
30/12/2006 0:30,6.925798725
30/12/2006 1:00,6.855247359
30/12/2006 1:30,6.852061092
30/12/2006 2:00,6.881750941
30/12/2006 2:30,6.849714938
30/12/2006 3:00,6.868691299
30/12/2006 3:30,6.921408839
30/12/2006 4:00,3.454927526
30/12/2006 4:30,0
30/12/2006 5:00,0
30/12/2006 5:30,0
30/12/2006 6:00,0
30/12/2006 6:30,0
30/12/2006 7:00,0
30/12/2006 7:30,0
30/12/2006 8:00,0
30/12/2006 8:30,0
30/12/2006 9:00,0
30/12/2006 9:30,0
30/12/2006 10:00,0
30/12/2006 10:30,3.425408045
30/12/2006 11:00,6.900108988
30/12/2006 11:30,6.85541861
30/12/2006 12:00,6.860560167
30/12/2006 12:30,6.921353659
30/12/2006 13:00,6.840255142
30/12/2006 13:30,6.850572545
30/12/2006 14:00,6.905552813
30/12/2006 14:30,6.871149264
30/12/2006 15:00,6.90553536
30/12/2006 15:30,6.844411261
30/12/2006 16:00,3.454943421
30/12/2006 16:30,0
30/12/2006 17:00,0
30/12/2006 17:30,0
30/12/2006 18:00,0
30/12/2006 18:30,0
30/12/2006 19:00,0
30/12/2006 19:30,0
30/12/2006 20:00,0
30/12/2006 20:30,0
30/12/2006 21:00,0
30/12/2006 21:30,0
30/12/2006 22:00,0
30/12/2006 22:30,3.427431156
30/12/2006 23:00,6.873461612
30/12/2006 23:30,6.869832136
31/12/2006 0:00,6.914098024
31/12/2006 0:30,6.85354647
31/12/2006 1:00,6.865812752
31/12/2006 1:30,6.858225841
31/12/2006 2:00,6.916190748
31/12/2006 2:30,6.888616699
31/12/2006 3:00,6.86347889
31/12/2006 3:30,6.877996098
31/12/2006 4:00,3.423841516
31/12/2006 4:30,0
31/12/2006 5:00,0
31/12/2006 5:30,0
31/12/2006 6:00,0
31/12/2006 6:30,0
31/12/2006 7:00,0
31/12/2006 7:30,0
31/12/2006 8:00,0
31/12/2006 8:30,0
31/12/2006 9:00,0
31/12/2006 9:30,0
31/12/2006 10:00,0
31/12/2006 10:30,3.448041122
31/12/2006 11:00,6.908102279
31/12/2006 11:30,6.868588625
31/12/2006 12:00,6.866708518
31/12/2006 12:30,6.908242603
31/12/2006 13:00,6.90637903
31/12/2006 13:30,6.895839636
31/12/2006 14:00,6.898760293
31/12/2006 14:30,6.848228276
31/12/2006 15:00,6.856017373
31/12/2006 15:30,6.922002369
31/12/2006 16:00,3.464324598
31/12/2006 16:30,0
31/12/2006 17:00,0
31/12/2006 17:30,0
31/12/2006 18:00,0
31/12/2006 18:30,0
31/12/2006 19:00,0
31/12/2006 19:30,0
31/12/2006 20:00,0
31/12/2006 20:30,0
31/12/2006 21:00,0
31/12/2006 21:30,0
31/12/2006 22:00,0
31/12/2006 22:30,3.444950104
31/12/2006 23:00,6.905422034
31/12/2006 23:30,6.913667754
01/01/2007 0:00,6.90441556
01/01/2007 0:30,6.870846316
01/01/2007 1:00,6.871705178
01/01/2007 1:30,6.90110378
01/01/2007 2:00,6.88452809
01/01/2007 2:30,6.851144978
01/01/2007 3:00,6.841074822
01/01/2007 3:30,6.85067847
01/01/2007 4:00,3.421209778
01/01/2007 4:30,0
01/01/2007 5:00,0
01/01/2007 5:30,0
01/01/2007 6:00,0
01/01/2007 6:30,0
01/01/2007 7:00,0
01/01/2007 7:30,0
01/01/2007 8:00,0
01/01/2007 8:30,0
01/01/2007 9:00,0
01/01/2007 9:30,0
01/01/2007 10:00,0
01/01/2007 10:30,3.45127695
01/01/2007 11:00,6.911779447
01/01/2007 11:30,6.867646707
01/01/2007 12:00,6.910976768
01/01/2007 12:30,6.849678645
01/01/2007 13:00,6.906747895
01/01/2007 13:30,6.845671774
01/01/2007 14:00,6.859433793
01/01/2007 14:30,6.846977217
01/01/2007 15:00,6.867300618
01/01/2007 15:30,6.91465683
01/01/2007 16:00,3.424968362
01/01/2007 16:30,0
01/01/2007 17:00,0
01/01/2007 17:30,0
01/01/2007 18:00,0
01/01/2007 18:30,0
01/01/2007 19:00,0
01/01/2007 19:30,0
01/01/2007 20:00,0
01/01/2007 20:30,0
01/01/2007 21:00,0
01/01/2007 21:30,0
01/01/2007 22:00,0
01/01/2007 22:30,3.444798698
01/01/2007 23:00,6.922169233
01/01/2007 23:30,6.882644738
02/01/2007 0:00,6.853145484
02/01/2007 0:30,6.912539376
02/01/2007 1:00,6.929320734
02/01/2007 1:30,6.860322823
02/01/2007 2:00,6.913086354
02/01/2007 2:30,6.865082244
02/01/2007 3:00,6.861014578
02/01/2007 3:30,6.892959232
02/01/2007 4:00,3.435785911
02/01/2007 4:30,0
02/01/2007 5:00,0
02/01/2007 5:30,0
02/01/2007 6:00,0
02/01/2007 6:30,0
02/01/2007 7:00,0
02/01/2007 7:30,0
02/01/2007 8:00,0
02/01/2007 8:30,0
02/01/2007 9:00,0
02/01/2007 9:30,0
02/01/2007 10:00,0
02/01/2007 10:30,3.453265318
02/01/2007 11:00,6.868196214
02/01/2007 11:30,6.841643875
02/01/2007 12:00,6.900432644
02/01/2007 12:30,6.870121653
02/01/2007 13:00,6.869361986
02/01/2007 13:30,6.878637764
02/01/2007 14:00,6.850949235
02/01/2007 14:30,6.913638257
02/01/2007 15:00,6.890649954
02/01/2007 15:30,6.922130569
02/01/2007 16:00,3.424354442
02/01/2007 16:30,0
02/01/2007 17:00,0
02/01/2007 17:30,0
02/01/2007 18:00,0
02/01/2007 18:30,0
02/01/2007 19:00,0
02/01/2007 19:30,0
02/01/2007 20:00,0
02/01/2007 20:30,0
02/01/2007 21:00,0
02/01/2007 21:30,0
02/01/2007 22:00,0
02/01/2007 22:30,3.420349335
02/01/2007 23:00,6.926283746
02/01/2007 23:30,6.851522884
03/01/2007 0:00,6.909995684
03/01/2007 0:30,6.928071892
03/01/2007 1:00,6.919842357
03/01/2007 1:30,6.864269435
03/01/2007 2:00,6.898117893
03/01/2007 2:30,6.851815712
03/01/2007 3:00,6.927707875
03/01/2007 3:30,6.925785705
03/01/2007 4:00,3.42649641
03/01/2007 4:30,0
03/01/2007 5:00,0
03/01/2007 5:30,0
03/01/2007 6:00,0
03/01/2007 6:30,0
03/01/2007 7:00,0
03/01/2007 7:30,0
03/01/2007 8:00,0
03/01/2007 8:30,0
03/01/2007 9:00,0
03/01/2007 9:30,0
03/01/2007 10:00,0
03/01/2007 10:30,3.425380166
03/01/2007 11:00,6.915310294
03/01/2007 11:30,6.897811174
03/01/2007 12:00,6.86498665
03/01/2007 12:30,6.915942711
03/01/2007 13:00,6.896500189
03/01/2007 13:30,6.874701049
03/01/2007 14:00,6.865829503
03/01/2007 14:30,6.854241703
03/01/2007 15:00,6.924587311
03/01/2007 15:30,6.85399827
03/01/2007 16:00,3.438419847
03/01/2007 16:30,0
03/01/2007 17:00,0
03/01/2007 17:30,0
03/01/2007 18:00,0
03/01/2007 18:30,0
03/01/2007 19:00,0
03/01/2007 19:30,0
03/01/2007 20:00,0
03/01/2007 20:30,0
03/01/2007 21:00,0
03/01/2007 21:30,0
03/01/2007 22:00,0
03/01/2007 22:30,3.4548011
03/01/2007 23:00,6.902336565
03/01/2007 23:30,6.863710775
04/01/2007 0:00,6.914293514
04/01/2007 0:30,6.878572305
04/01/2007 1:00,6.89557184
04/01/2007 1:30,6.906723689
04/01/2007 2:00,6.891288693
04/01/2007 2:30,6.84844483
04/01/2007 3:00,6.902398221
04/01/2007 3:30,6.914003946
04/01/2007 4:00,3.46384344
04/01/2007 4:30,0
04/01/2007 5:00,0
04/01/2007 5:30,0
04/01/2007 6:00,0
04/01/2007 6:30,0
04/01/2007 7:00,0
04/01/2007 7:30,0
04/01/2007 8:00,0
04/01/2007 8:30,0
04/01/2007 9:00,0
04/01/2007 9:30,0
04/01/2007 10:00,0
04/01/2007 10:30,3.456718073
04/01/2007 11:00,6.879171
04/01/2007 11:30,6.896033076
04/01/2007 12:00,6.854438482
04/01/2007 12:30,6.883003447
04/01/2007 13:00,6.915644526
04/01/2007 13:30,6.915632864
04/01/2007 14:00,6.862599257
04/01/2007 14:30,6.899212015
04/01/2007 15:00,6.842491548
04/01/2007 15:30,6.869825014
04/01/2007 16:00,3.44312643
04/01/2007 16:30,0
04/01/2007 17:00,0
04/01/2007 17:30,0
04/01/2007 18:00,0
04/01/2007 18:30,0
04/01/2007 19:00,0
04/01/2007 19:30,0
04/01/2007 20:00,0
04/01/2007 20:30,0
04/01/2007 21:00,0
04/01/2007 21:30,0
04/01/2007 22:00,0
04/01/2007 22:30,3.464661986
04/01/2007 23:00,6.903454627
04/01/2007 23:30,6.871021398
05/01/2007 0:00,6.864503298
05/01/2007 0:30,6.890773287
05/01/2007 1:00,6.904863624
05/01/2007 1:30,6.842249679
05/01/2007 2:00,6.840480937
05/01/2007 2:30,6.929356248
